name, bar, transaction_id, item, quantity, price
Shamika Greiner,Mace,297419,Pabst Blue Ribbon,3,2.99
Caroll Saari,Louise & Jerry’s,177729,George Killian’s Irish Red,5,2.99
Caroll Saari,Louise & Jerry’s,177729,Dos Equis Amber Lager,1,2.99
Caroll Saari,Louise & Jerry’s,177729,Busch,2,3.99
Michale Soileau,Louise & Jerry’s,546927,Pabst Blue Ribbon,9,2.99
Michale Soileau,Louise & Jerry’s,546927,Corona Light,9,2.49
Michale Soileau,Louise & Jerry’s,546927,Sapporo Premium Lager,4,3.49
Michale Soileau,Louise & Jerry’s,546927,Natural Ice,5,2.49
Michale Soileau,Louise & Jerry’s,546927,Shiner Bock,1,3.99
Jacalyn Dicicco,Mulligan’s,935326,Keystone Light,4,2.99
Jacalyn Dicicco,Mulligan’s,935326,Tecate,4,2.99
Jacalyn Dicicco,Mulligan’s,935326,Miller Lite,2,2.99
Jacalyn Dicicco,Mulligan’s,935326,Coors Light,4,2.99
Jacalyn Dicicco,Mulligan’s,935326,Stella Artois,1,3.49
Magnolia Bays,The Shepherd & the Knucklehead,958129,Anchor Steam,4,4.75
Magnolia Bays,The Shepherd & the Knucklehead,958129,Carlsberg Export,4,3.99
Magnolia Bays,The Shepherd & the Knucklehead,958129,Labatt Blue Light,2,2.99
Magnolia Bays,The Shepherd & the Knucklehead,958129,Yuengling Premium Beer,1,2.99
Magnolia Bays,The Shepherd & the Knucklehead,958129,Tecate,3,2.49
Magnolia Bays,The Shepherd & the Knucklehead,958129,60 Minute IPA,1,4.99
Emilio Rountree,G.Millz Boken Roadhouse,189614,Guiness Draught,3,3.45
Emilio Rountree,G.Millz Boken Roadhouse,189614,Michelob Original Lager,4,3.99
Emilio Rountree,G.Millz Boken Roadhouse,189614,Natural Ice,4,2.99
Emilio Rountree,G.Millz Boken Roadhouse,189614,Michelob Light,1,3.99
Emilio Rountree,G.Millz Boken Roadhouse,189614,Hoegaarden Original White Ale,2,3.99
Kathaleen Lenard,Dante,476813,Stella Artois,3,1.99
Alphonse Brochu,Bar5,607199,Foster’s Lager,2,4.49
Alphonse Brochu,Bar5,607199,Molson Canadian Lager,2,4.49
Sheryl Graydon,Pegu Club,818911,Hofbraü Oktoberfestbier,4,2.49
Sheryl Graydon,Pegu Club,818911,Coors Banquet,3,1.49
Sheryl Graydon,Pegu Club,818911,Rolling Rock Extra Pale,1,1.99
Sheryl Graydon,Pegu Club,818911,Corona Light,2,1.49
Sheryl Graydon,Pegu Club,818911,Busch,1,2.99
Dionne Degreenia,The Dead Rabbit,261903,Hofbraü Original,5,4.49
Dionne Degreenia,The Dead Rabbit,261903,Pabst Blue Ribbon,4,3.99
Dionne Degreenia,The Dead Rabbit,261903,Lagunitas IPA,4,3.99
Dionne Degreenia,The Dead Rabbit,261903,120 Minute IPA,3,6.49
Dionne Degreenia,The Dead Rabbit,261903,Coors Light,3,3.49
Dionne Degreenia,The Dead Rabbit,261903,Paulaner,1,3.99
Dionne Degreenia,The Dead Rabbit,261903,Busch,1,4.99
Dionne Degreenia,The Dead Rabbit,261903,60 Minute IPA,8,5.99
Dionne Degreenia,The Dead Rabbit,261903,Guiness Draught,3,3.95
Dionne Degreenia,The Dead Rabbit,261903,Budweiser,4,3.99
Carly Argo,Clover Club,372337,Keystone Light,3,2.49
Carly Argo,Clover Club,372337,Samuel Adams Octoberfest,3,2.49
Carly Argo,Clover Club,372337,Samuel Adams Octoberfest,5,2.49
Reita Swigert,Carpe Diem Pub & Restaurant,679161,Shock Top Belgian White,3,3.49
Reita Swigert,Carpe Diem Pub & Restaurant,679161,Shock Top Belgian White,4,3.49
Reita Swigert,Carpe Diem Pub & Restaurant,679161,Molson Canadian Lager,2,3.49
Reita Swigert,Carpe Diem Pub & Restaurant,679161,Bud Lite,4,1.99
Reita Swigert,Carpe Diem Pub & Restaurant,679161,Vegetarian Empanada,3,2.99
Debrah Hixson,Attaboy,402259,Miller Lite,5,2.49
Debrah Hixson,Attaboy,402259,Tecate,1,2.49
Debrah Hixson,Attaboy,402259,Miller High Life,5,2.49
Debrah Hixson,Attaboy,402259,Tsingtao Beer,11,2.99
Debrah Hixson,Attaboy,402259,Tecate,5,2.49
Debrah Hixson,Attaboy,402259,Amstel Lager,3,4.99
Debrah Hixson,Attaboy,402259,Corona Light,5,2.49
Thalia Littrell,Zack’s Oak Bar & Restaurant,119527,Michelob Ultra,1,3.49
Thalia Littrell,Zack’s Oak Bar & Restaurant,119527,Budweiser,2,2.99
Thalia Littrell,Zack’s Oak Bar & Restaurant,119527,Amstel Lager,2,4.99
Thalia Littrell,Zack’s Oak Bar & Restaurant,119527,Pabst Blue Ribbon,4,2.99
Thalia Littrell,Zack’s Oak Bar & Restaurant,119527,Coors Light,2,2.49
Michelle Lanphere,The Winston,375039,Amstel Lager,5,4.49
Michelle Lanphere,The Winston,375039,Keystone Light,2,1.99
Michelle Lanphere,The Winston,375039,Tecate,1,1.99
Michelle Lanphere,The Winston,375039,Michelob Original Lager,4,2.99
Michelle Lanphere,The Winston,375039,Negra Modelo,2,1.99
Ollie Risher,Primo’s,419954,Carlsberg Export,2,4.49
Ollie Risher,Primo’s,419954,Miller High Life,1,2.99
Ollie Risher,Primo’s,419954,Budweiser,3,3.49
Ollie Risher,Primo’s,419954,Fat Tire Belgian Style Ale,2,3.49
Alysa Laplant,Aldo Sohm Wine Bar,659445,Carlsberg Export,1,3.99
Alysa Laplant,Aldo Sohm Wine Bar,659445,Rolling Rock Extra Pale Ale,3,3.49
Alysa Laplant,Aldo Sohm Wine Bar,659445,Hoegaarden Original White Ale,2,3.49
Alysa Laplant,Aldo Sohm Wine Bar,659445,Fries,5,2.99
Alysa Laplant,Aldo Sohm Wine Bar,659445,Coors Banquet,3,2.49
Meaghan Liakos,Mayahuel,296129,60 Minute IPA,4,4.99
Meaghan Liakos,Mayahuel,296129,Carlsberg Export,4,3.99
Meaghan Liakos,Mayahuel,296129,Pizza Burger,4,5.99
Rubye Roa,Rocking Horse Saloon,520695,Coors Light,6,2.49
Rubye Roa,Rocking Horse Saloon,520695,Stella Artois,5,2.99
Rubye Roa,Rocking Horse Saloon,520695,Michelob Original Lager,5,3.49
Rubye Roa,Rocking Horse Saloon,520695,Busch,2,3.99
Rubye Roa,Rocking Horse Saloon,520695,Hoegaarden Original White Ale,11,3.49
Rubye Roa,Rocking Horse Saloon,520695,Shiner Bock,3,3.99
Casey Schlager,Vaughan’s Public House,322274,Anchor Steam,5,4.75
Casey Schlager,Vaughan’s Public House,322274,Guiness Extra Stout,5,2.69
Casey Schlager,Vaughan’s Public House,322274,Yuengling Traditional Amber Lager,3,2.99
Casey Schlager,Vaughan’s Public House,322274,Carlsberg Export,1,3.99
Casey Schlager,Vaughan’s Public House,322274,Newcastle Brown Ale,4,3.49
Casey Schlager,Vaughan’s Public House,322274,Beck’s,5,5.95
Casey Schlager,Vaughan’s Public House,322274,Corona Extra,4,2.49
Rochel Hollomon,Mace,767894,Coors Light,2,2.49
Rochel Hollomon,Mace,767894,Natural Light,1,2.49
Rochel Hollomon,Mace,767894,Lagunitas IPA,3,2.99
Rochel Hollomon,Mace,767894,Michelob Original Lager,2,3.49
Rochel Hollomon,Mace,767894,Hofbraü Oktoberfestbier,5,3.49
Rochel Hollomon,Mace,767894,Rolling Rock Extra Pale Ale,4,3.49
Rochel Hollomon,Mace,767894,Anchor Steam,5,4.75
Charlena Pals,Zack’s Oak Bar & Restaurant,578269,Amstel Lager,5,4.99
Charlena Pals,Zack’s Oak Bar & Restaurant,578269,Budweiser,3,2.99
Charlena Pals,Zack’s Oak Bar & Restaurant,578269,Sapporo Premium Lager,1,3.49
Charlena Pals,Zack’s Oak Bar & Restaurant,578269,Coors Light,6,2.49
Charlena Pals,Zack’s Oak Bar & Restaurant,578269,Michelob Original Lager,5,3.49
Damion Wiegand,Mayahuel,451277,120 Minute IPA,2,5.49
Damion Wiegand,Mayahuel,451277,Labatt Blue,4,2.99
Damion Wiegand,Mayahuel,451277,Guiness Extra Stout,1,2.69
Damion Wiegand,Mayahuel,451277,Molson Canadian Lager,1,3.99
Damion Wiegand,Mayahuel,451277,Rolling Rock Extra Pale,4,2.99
Damion Wiegand,Mayahuel,451277,Natural Light,4,2.49
Damion Wiegand,Mayahuel,451277,Labatt Blue Light,4,2.99
Skye Wragg,Zack’s Oak Bar & Restaurant,603924,Budweiser,2,2.99
Skye Wragg,Zack’s Oak Bar & Restaurant,603924,Michelob Original Lager,1,3.49
Christal Richarson,Carpe Diem Pub & Restaurant,132465,Corona Extra,4,1.99
Christal Richarson,Carpe Diem Pub & Restaurant,132465,Amstel Lager,3,4.49
Christal Richarson,Carpe Diem Pub & Restaurant,132465,George Killian’s Irish Red,5,2.49
Christal Richarson,Carpe Diem Pub & Restaurant,132465,Miller Lite,2,1.99
Preston Yount,Moran’s,126220,Miller High Life,4,3.99
Meredith Singleterry,Pig’s Eye Pub,963170,Natural Ice,5,2.99
Meredith Singleterry,Pig’s Eye Pub,963170,Michelob Original Lager,3,3.99
Meredith Singleterry,Pig’s Eye Pub,963170,Corona Extra,1,2.99
Meredith Singleterry,Pig’s Eye Pub,963170,Pabst Blue Ribbon,4,3.49
Meredith Singleterry,Pig’s Eye Pub,963170,Blue Moon Belgian White,1,4.49
Angelika Servais,Finnegan’s Pub,335347,Beck’s,1,5.95
Angelika Servais,Finnegan’s Pub,335347,Fat Tire Belgian Style Ale,3,2.99
Angelika Servais,Finnegan’s Pub,335347,Tecate,7,2.49
Angelika Servais,Finnegan’s Pub,335347,Pilsner Urquell,3,2.99
Dana Xu,G.Millz Boken Roadhouse,269852,120 Minute IPA,3,5.99
Dana Xu,G.Millz Boken Roadhouse,269852,Natural Ice,4,2.99
Dana Xu,G.Millz Boken Roadhouse,269852,Michelob Ultra,4,3.99
Dana Xu,G.Millz Boken Roadhouse,269852,Hoegaarden Original White Ale,4,3.99
Dana Xu,G.Millz Boken Roadhouse,269852,Michelob Original Lager,3,3.99
Dana Xu,G.Millz Boken Roadhouse,269852,Natural Light,2,2.99
Chong Scarborough,Angel’s Share,685498,Anchor Steam,1,6.25
Chong Scarborough,Angel’s Share,685498,Landshark,5,5.49
Chong Scarborough,Angel’s Share,685498,Corona Extra,5,3.99
Chong Scarborough,Angel’s Share,685498,Beck’s,4,7.45
Yevette Rawles,Holiday Cocktail Lounge,629728,Paulaner,2,1.99
Yevette Rawles,Holiday Cocktail Lounge,629728,Samuel Adams Boston Lager,1,1.49
Yevette Rawles,Holiday Cocktail Lounge,629728,Miller Lite,4,1.49
Yevette Rawles,Holiday Cocktail Lounge,629728,Tsingtao Beer,3,1.99
Yevette Rawles,Holiday Cocktail Lounge,629728,Shrimp Taco,3,1.49
Yevette Rawles,Holiday Cocktail Lounge,629728,Guiness Draught,5,1.95
Shera Cacciatore,Clover Club,264826,Keystone Light,1,2.49
Shera Cacciatore,Clover Club,264826,90 Minute IPA,1,5.25
Marine Muirhead,The Blind Pig Pizza,398025,Coors Light,2,2.49
Angele Scheck,Attaboy,688792,Miller Lite,1,2.49
Angele Scheck,Attaboy,688792,90 Minute IPA,1,5.25
Angele Scheck,Attaboy,688792,Corona Light,1,2.49
Angele Scheck,Attaboy,688792,Miller High Life,2,2.49
Angele Scheck,Attaboy,688792,Pilsner Urquell,5,2.99
Angele Scheck,Attaboy,688792,Tecate,3,2.49
Karlene Colosimo,The NoMad Bar,147059,Labatt Blue,2,4.49
Karlene Colosimo,The NoMad Bar,147059,Hofbraü Original,5,4.99
Karlene Colosimo,The NoMad Bar,147059,Labatt Blue Light,2,4.49
Karlene Colosimo,The NoMad Bar,147059,Pabst Blue Ribbon,4,4.49
Karlene Colosimo,The NoMad Bar,147059,Pilsner Urquell,3,4.49
Irish Rameau,L BAR,802815,Bud Lite,5,2.49
Irish Rameau,L BAR,802815,Pilsner Urquell,5,2.99
Irish Rameau,L BAR,802815,Coors Light,3,2.49
Laverne Jakes,Dante,259704,Stella Artois,4,1.99
Laverne Jakes,Dante,259704,Miller Lite,1,1.49
Laverne Jakes,Dante,259704,Heineken Premium Light Lager,5,1.89
Laverne Jakes,Dante,259704,Corona Light,4,1.49
Laverne Jakes,Dante,259704,Redhook Long Hammer IPA,2,2.49
Shan Truelove,Phoenix Bar and Grille,979268,Redhook Long Hammer IPA,5,3.49
Shan Truelove,Phoenix Bar and Grille,979268,Bud Lite,1,2.49
Dian Shipley,Cork City,321907,Foster’s Lager,4,3.99
Dian Shipley,Cork City,321907,Blue Moon Belgian White,5,3.99
Dian Shipley,Cork City,321907,Grolsch Premium Lager,5,2.99
Dian Shipley,Cork City,321907,Guiness Extra Stout,1,2.69
Ayanna Ehrmann,Nitecap,248365,George Killian’s Irish Red,1,2.99
Ayanna Ehrmann,Nitecap,248365,Budweiser,1,2.99
Ayanna Ehrmann,Nitecap,248365,Iced Tea,4,1.99
Ayanna Ehrmann,Nitecap,248365,Anchor Steam,1,4.75
Bart No,The NoMad Bar,271161,Grolsch Premium Lager,3,4.49
Bart No,The NoMad Bar,271161,Natural Ice,2,3.99
Bart No,The NoMad Bar,271161,Pabst Blue Ribbon,4,4.49
Bart No,The NoMad Bar,271161,Michelob Original Lager,5,4.99
Bart No,The NoMad Bar,271161,Labatt Blue,3,4.49
Bart No,The NoMad Bar,271161,Heineken Light Lager,9,4.39
Mitchel Sherwin,Please Don't Tell,453667,Michelob Original Lager,5,4.99
Mitchel Sherwin,Please Don't Tell,453667,Anchor Steam,2,6.25
Adele Dickerson,G.Millz Boken Roadhouse,691691,Guiness Draught,11,3.45
Adele Dickerson,G.Millz Boken Roadhouse,691691,Negra Modelo,3,2.99
Lilian Bieniek,Carpe Diem Pub & Restaurant,257518,Paulaner,3,2.49
Lilian Bieniek,Carpe Diem Pub & Restaurant,257518,Guiness Extra Stout,3,2.19
Lilian Bieniek,Carpe Diem Pub & Restaurant,257518,Coors Light,1,1.99
Lilian Bieniek,Carpe Diem Pub & Restaurant,257518,Labatt Blue Light,1,2.49
Lilian Bieniek,Carpe Diem Pub & Restaurant,257518,Anchor Steam,1,4.25
Domonique Francia,The Blind Pig Pizza,723145,Keystone Light,2,2.49
Domonique Francia,The Blind Pig Pizza,723145,Coors Light,4,2.49
Domonique Francia,The Blind Pig Pizza,723145,Busch,5,3.99
Domonique Francia,The Blind Pig Pizza,723145,Sierra Nevada Pale Ale,4,2.49
Domonique Francia,The Blind Pig Pizza,723145,Anchor Steam,3,4.75
Reid Swink,Federal Cafe,796369,Budweiser,3,3.49
Arianne Almeda,DC’s Tavern,817186,Carlsberg Export,1,4.99
Arianne Almeda,DC’s Tavern,817186,Miller High Life,5,3.49
Arianne Almeda,DC’s Tavern,817186,Busch,3,4.99
Arianne Almeda,DC’s Tavern,817186,BBQ Shish Kabab Sandwich,5,5.99
Arianne Almeda,DC’s Tavern,817186,Samuel Adams Boston Lager,2,3.49
Kirstin Mondragon,Mulligan’s,841427,Hofbraü Original,2,3.99
Kirstin Mondragon,Mulligan’s,841427,Stella Artois,4,3.49
Kirstin Mondragon,Mulligan’s,841427,Hofbraü Oktoberfestbier,4,3.99
Lavone Manns,Angel’s Share,195414,Shiner Bock,3,5.49
Lavone Manns,Angel’s Share,195414,Labatt Blue,4,4.49
Lavone Manns,Angel’s Share,195414,Samuel Adams Boston Lager,4,3.99
Euna Blackstone,Bar Goto,306671,Natural Ice,4,1.49
Euna Blackstone,Bar Goto,306671,Shock Top Belgian White,8,2.99
Euna Blackstone,Bar Goto,306671,Coors Light,1,1.49
Euna Blackstone,Bar Goto,306671,Anchor Steam,4,3.75
Euna Blackstone,Bar Goto,306671,Guiness Draught,5,1.95
Fatimah Plowman,Death & Company,736003,Michelob Light,1,2.99
Abel Graziano,The NoMad Bar,392450,Hofbraü Oktoberfestbier,3,4.99
Abel Graziano,The NoMad Bar,392450,Fat Tire Belgian Style Ale,1,4.49
Aubrey Cada,Vaughan’s Public House,820545,Rolling Rock Extra Pale,5,2.99
Aubrey Cada,Vaughan’s Public House,820545,Hoegaarden Original White Ale,5,3.49
Aubrey Cada,Vaughan’s Public House,820545,Anchor Steam,2,4.75
Elva Wycoff,The Press,256070,Grolsch Premium Lager,5,2.99
Elva Wycoff,The Press,256070,Fat Tire Belgian Style Ale,5,2.99
Mikaela Toledo,Dante,519385,Samuel Adams Octoberfest,5,1.49
Mikaela Toledo,Dante,519385,Stella Artois,2,1.99
Mikaela Toledo,Dante,519385,Bud Lite Platinum,1,1.49
Mikaela Toledo,Dante,519385,Corona Light,9,1.49
Mikaela Toledo,Dante,519385,Redhook Long Hammer IPA,1,2.49
Retta Rodrigues,Moran’s,704794,Carlsberg Export,3,5.49
Rachal Mattes,Slowly Shirley,831348,Corona Light,3,3.99
Rachal Mattes,Slowly Shirley,831348,Paulaner,5,4.49
Rachal Mattes,Slowly Shirley,831348,90 Minute IPA,9,6.75
Sudie Bartholow,Zack’s Oak Bar & Restaurant,257924,Sapporo Premium Lager,1,3.49
Sudie Bartholow,Zack’s Oak Bar & Restaurant,257924,Pabst Blue Ribbon,4,2.99
Sudie Bartholow,Zack’s Oak Bar & Restaurant,257924,Michelob Original Lager,3,3.49
Dian Shipley,Cork City,304108,Pabst Blue Ribbon,3,2.99
Dian Shipley,Cork City,304108,Newcastle Brown Ale,2,3.49
Dian Shipley,Cork City,304108,Hoegaarden Original White Ale,2,3.49
Mafalda Olivares,Wilton House,983070,Molson Canadian Lager,3,3.99
Mafalda Olivares,Wilton House,983070,Yuengling Traditional Amber Lager,3,2.99
Mafalda Olivares,Wilton House,983070,Corona Extra,5,2.49
Mafalda Olivares,Wilton House,983070,Guiness Draught,1,2.95
Mafalda Olivares,Wilton House,983070,Stella Artois,5,2.99
Mafalda Olivares,Wilton House,983070,Newcastle Brown Ale,2,3.49
Nona Fasano,Slowly Shirley,367154,Carlsberg Export,3,5.49
Nona Fasano,Slowly Shirley,367154,Onion Rings,2,5.49
Nona Fasano,Slowly Shirley,367154,Molson Canadian Lager,3,5.49
Nona Fasano,Slowly Shirley,367154,Pulled Pork Taco,2,3.99
Nona Fasano,Slowly Shirley,367154,90 Minute IPA,5,6.75
Nona Fasano,Slowly Shirley,367154,Loaded Fries,5,5.49
Les Tiner,The Aviary NYC,967893,Guiness Extra Stout,9,2.69
Les Tiner,The Aviary NYC,967893,Hoegaarden Original White Ale,5,3.49
Malcom Maines,Northern Soul,804003,Blue Moon Belgian White,2,2.99
Malcom Maines,Northern Soul,804003,Labatt Blue Light,5,1.99
Malcom Maines,Northern Soul,804003,Tecate,8,1.49
Malcom Maines,Northern Soul,804003,Lagunitas IPA,4,1.99
Malcom Maines,Northern Soul,804003,Rolling Rock Extra Pale,5,1.99
Malcom Maines,Northern Soul,804003,Cheese Fries,2,2.49
Jasper Noble,Dutch Kills,369131,Corona Light,5,1.99
Gabriela Mackay,Mace,610631,Bud Lite,1,2.49
Gabriela Mackay,Mace,610631,Coors Light,3,2.49
Gabriela Mackay,Mace,610631,Samuel Adams Boston Lager,5,2.49
Gabriela Mackay,Mace,610631,Hofbraü Oktoberfestbier,10,3.49
Gabriela Mackay,Mace,610631,Anchor Steam,1,4.75
Gabriela Mackay,Mace,610631,Samuel Adams Boston Lager,6,2.49
Gabriela Mackay,Mace,610631,Anchor Steam,1,4.75
Gabriela Mackay,Mace,610631,Amstel Lager,2,4.99
Launa Monge,The Shepherd & the Knucklehead,184931,Yuengling Premium Beer,2,2.99
Launa Monge,The Shepherd & the Knucklehead,184931,Guiness Extra Stout,7,2.69
Launa Monge,The Shepherd & the Knucklehead,184931,Tecate,1,2.49
Roman Lees,Rocking Horse Saloon,749998,Stella Artois,2,2.99
Roman Lees,Rocking Horse Saloon,749998,Hoegaarden Original White Ale,5,3.49
Roman Lees,Rocking Horse Saloon,749998,Busch,3,3.99
Roman Lees,Rocking Horse Saloon,749998,Shiner Bock,4,3.99
Roman Lees,Rocking Horse Saloon,749998,Iced Tea,3,1.99
Roman Lees,Rocking Horse Saloon,749998,Coors Light,5,2.49
Carroll Baine,Tørst,885672,Blue Moon Belgian White,2,3.49
Carroll Baine,Tørst,885672,90 Minute IPA,5,4.75
Ollie Harren,Finnegan’s Pub,545234,Fat Tire Belgian Style Ale,3,2.99
Ollie Harren,Finnegan’s Pub,545234,Lagunitas IPA,5,2.99
Ollie Harren,Finnegan’s Pub,545234,Labatt Blue Light,3,2.99
Ollie Harren,Finnegan’s Pub,545234,Paulaner,5,2.99
Ollie Harren,Finnegan’s Pub,545234,Rolling Rock Extra Pale,4,2.99
Gina Weigel,The Winston,681793,120 Minute IPA,3,4.99
Gina Weigel,The Winston,681793,Keystone Light,4,1.99
Gina Weigel,The Winston,681793,Heineken Premium Light Lager,3,2.39
Gina Weigel,The Winston,681793,Bud Lite,4,1.99
Gina Weigel,The Winston,681793,Negra Modelo,5,1.99
Lindy League,Rocking Horse Saloon,661670,Busch,5,3.99
Lindy League,Rocking Horse Saloon,661670,Hoegaarden Original White Ale,5,3.49
Lindy League,Rocking Horse Saloon,661670,Stella Artois,5,2.99
Lindy League,Rocking Horse Saloon,661670,Yuengling Traditional Amber Lager,5,2.99
Lindy League,Rocking Horse Saloon,661670,Fountain Drink,1,1.99
Lindy League,Rocking Horse Saloon,661670,Michelob Original Lager,3,3.49
Lawanna Merideth,Finnegan’s Pub,205866,Pilsner Urquell,1,2.99
Lawanna Merideth,Finnegan’s Pub,205866,Fat Tire Belgian Style Ale,2,2.99
Lawanna Merideth,Finnegan’s Pub,205866,Lagunitas IPA,6,2.99
Lawanna Merideth,Finnegan’s Pub,205866,Miller Lite,5,2.49
Rosemary Tatum,G.Millz Boken Roadhouse,705420,120 Minute IPA,1,5.99
Rosemary Tatum,G.Millz Boken Roadhouse,705420,Busch,2,4.49
Rosemary Tatum,G.Millz Boken Roadhouse,705420,Guiness Draught,1,3.45
Rosemary Tatum,G.Millz Boken Roadhouse,705420,Natural Light,5,2.99
Rosemary Tatum,G.Millz Boken Roadhouse,705420,Carlsberg Export,3,4.49
Rosemary Tatum,G.Millz Boken Roadhouse,705420,Negra Modelo,2,2.99
Ardelia Marzano,The Ale House,471348,Blue Moon Belgian White,2,3.49
Ardelia Marzano,The Ale House,471348,Newcastle Brown Ale,4,2.99
Ardelia Marzano,The Ale House,471348,Foster’s Lager,2,3.49
Daine Bibler,Grand Vin,697890,Redhook Long Hammer IPA,2,3.99
Daine Bibler,Grand Vin,697890,Michelob Ultra,5,3.99
Daine Bibler,Grand Vin,697890,Anchor Steam,2,5.25
Daine Bibler,Grand Vin,697890,60 Minute IPA,3,5.49
Daine Bibler,Grand Vin,697890,Coors Banquet,3,2.99
Daine Bibler,Grand Vin,697890,Foster’s Lager,1,4.49
Daine Bibler,Grand Vin,697890,Guiness Extra Stout,5,3.19
Grover Pitzer,Vaughan’s Public House,380218,Heineken Premium Light Lager,3,2.89
Dulce Nuckols,Nitecap,340669,Corona Light,3,2.49
Dulce Nuckols,Nitecap,340669,Anchor Steam,2,4.75
Dulce Nuckols,Nitecap,340669,Sierra Nevada Pale Ale,2,2.49
Dulce Nuckols,Nitecap,340669,120 Minute IPA,4,5.49
Vena Hagstrom,The Press,384106,Fat Tire Belgian Style Ale,3,2.99
Vena Hagstrom,The Press,384106,Grolsch Premium Lager,3,2.99
Jasmin Babb,Death & Company,758506,Michelob Light,4,2.99
Jasmin Babb,Death & Company,758506,Negra Modelo,1,1.99
Teofila Dessert,The Russian Lady,904158,Bud Lite Platinum,5,2.49
Teofila Dessert,The Russian Lady,904158,Carlsberg Export,2,3.99
Roosevelt Gassaway,Raines Law Room,257905,Miller Lite,5,2.99
Roosevelt Gassaway,Raines Law Room,257905,Michelob Ultra,2,3.99
Andy Leonard,The NoMad Bar,302916,Pabst Blue Ribbon,4,4.49
Toney Lebsock,Wilton House,457754,Stella Artois,1,2.99
Toney Lebsock,Wilton House,457754,Corona Extra,5,2.49
Toney Lebsock,Wilton House,457754,90 Minute IPA,2,5.25
Toney Lebsock,Wilton House,457754,90 Minute IPA,5,5.25
Toney Lebsock,Wilton House,457754,Yuengling Traditional Amber Lager,4,2.99
Toney Lebsock,Wilton House,457754,Guiness Draught,1,2.95
Angele Scheck,Attaboy,906956,Corona Light,2,2.49
Angele Scheck,Attaboy,906956,Miller High Life,1,2.49
Angele Scheck,Attaboy,906956,Stella Artois,2,2.99
Angele Scheck,Attaboy,906956,Miller Lite,1,2.49
Angele Scheck,Attaboy,906956,Tsingtao Beer,2,2.99
Madie Frutos,The Blind Pig Pizza,727645,Hofbraü Original,5,3.49
Madie Frutos,The Blind Pig Pizza,727645,Coors Light,9,2.49
Pearl Pellegrini,The Pig and Parrot,876183,Coors Banquet,3,3.99
Pearl Pellegrini,The Pig and Parrot,876183,Negra Modelo,3,3.99
Pearl Pellegrini,The Pig and Parrot,876183,Grolsch Premium Lager,2,4.49
Pearl Pellegrini,The Pig and Parrot,876183,Bud Lite,5,3.99
Pearl Pellegrini,The Pig and Parrot,876183,Yuengling Traditional Amber Lager,3,4.49
Trish Regis,Bar Goto,462701,Coors Light,5,1.49
Trish Regis,Bar Goto,462701,Samuel Adams Octoberfest,4,1.49
Trish Regis,Bar Goto,462701,George Killian’s Irish Red,5,1.99
Trish Regis,Bar Goto,462701,Corona Light,3,1.49
Trish Regis,Bar Goto,462701,Heineken Premium Light Lager,6,1.89
Trish Regis,Bar Goto,462701,Dos Equis Amber Lager,4,1.99
Laine Lindauer,Black Bear Bar & Grill,431938,Paulaner,5,2.49
Laine Lindauer,Black Bear Bar & Grill,431938,Hoegaarden Original White Ale,2,2.99
Laine Lindauer,Black Bear Bar & Grill,431938,Foster’s Lager,1,3.49
Laine Lindauer,Black Bear Bar & Grill,431938,Yuengling Premium Beer,1,2.49
Laine Lindauer,Black Bear Bar & Grill,431938,Keystone Light,4,1.99
Eula Elvira,Pilsner Haus & Biergarden,355875,Hofbraü Oktoberfestbier,5,4.99
Eula Elvira,Pilsner Haus & Biergarden,355875,George Killian’s Irish Red,1,4.49
Eula Elvira,Pilsner Haus & Biergarden,355875,Carlsberg Export,3,5.49
Eula Elvira,Pilsner Haus & Biergarden,355875,Sapporo Premium Lager,3,4.99
Eula Elvira,Pilsner Haus & Biergarden,355875,Shiner Bock,2,5.49
Tasia Kempf,Mulligan’s,426438,Samuel Adams Octoberfest,4,2.99
Tasia Kempf,Mulligan’s,426438,Hofbraü Oktoberfestbier,4,3.99
Tasia Kempf,Mulligan’s,426438,Keystone Light,8,2.99
Tasia Kempf,Mulligan’s,426438,Fries,1,3.49
Alta Jarnigan,Attaboy,735077,Amstel Lager,4,4.99
Alta Jarnigan,Attaboy,735077,Tecate,5,2.49
Alta Jarnigan,Attaboy,735077,Tsingtao Beer,4,2.99
Alta Jarnigan,Attaboy,735077,Miller Lite,2,2.49
Alta Jarnigan,Attaboy,735077,90 Minute IPA,3,5.25
Woodrow Witten,The Russian Lady,116624,Coors Light,1,2.49
Woodrow Witten,The Russian Lady,116624,Shiner Bock,5,3.99
Woodrow Witten,The Russian Lady,116624,Amstel Lager,5,4.99
Woodrow Witten,The Russian Lady,116624,Yuengling Traditional Amber Lager,2,2.99
Woodrow Witten,The Russian Lady,116624,Heineken Light Lager,2,2.89
Jc Dunfee,The Dead Rabbit,862614,Guiness Draught,4,3.95
Jc Dunfee,The Dead Rabbit,862614,Tecate,2,3.49
Lynnette Ferree,Holiday Cocktail Lounge,666213,Miller Lite,3,1.49
Lynnette Ferree,Holiday Cocktail Lounge,666213,Newcastle Brown Ale,4,2.49
Lynnette Ferree,Holiday Cocktail Lounge,666213,60 Minute IPA,1,3.99
Lynnette Ferree,Holiday Cocktail Lounge,666213,Keystone Light,2,1.49
Claudine Villano,L BAR,896924,Bud Lite,5,2.49
