transaction_id,drinker_name,bar_name,time,date,subtotal,tip,total
764064,Julienne Im,Dutch Kills,23:33:56,2018-11-6,57.32,9.53,70.86
264838,Julienne Im,Mayahuel,21:23:05,2018-11-23,58.35,8.52,70.96
223354,Julienne Im,Pilsner Haus & Biergarden,00:27:17,2018-11-23,27.93,4.88,34.77
738053,Juliette Hervey,Maison Premiere,00:30:00,2018-11-15,32.14,6.29,40.68
765001,Juliette Hervey,The Shepherd & the Knucklehead,18:30:32,2018-11-15,63.55,10.51,78.51
119244,Julio Brannum,Grand Vin,20:24:23,2018-11-2,49.78,5.98,59.25
148353,Julio Brannum,Grand Vin,20:13:01,2018-11-16,59.54,11.7,75.41
196534,Julio Brannum,Grand Vin,08:24:44,2018-11-23,80.9,10.38,96.94
233510,Julio Brannum,Grand Vin,18:51:27,2018-11-23,25.44,4.65,31.87
244920,Julio Brannum,Grand Vin,16:33:57,2018-11-9,42.87,6.68,52.55
427740,Julio Brannum,Grand Vin,23:41:35,2018-11-19,94.59,9.57,110.78
480241,Julio Brannum,Grand Vin,23:46:48,2018-11-6,36.42,7.21,46.18
954391,Julio Brannum,Grand Vin,16:33:19,2018-11-26,87.81,17.05,111.01
621827,Julio Brannum,Zack's Oak Bar & Restaurant,18:14:50,2018-11-5,84.28,12.33,102.51
696565,Jutta Andrzejewski,Carpe Diem Pub & Restaurant,11:41:26,2018-11-3,33.97,6.34,42.69
667940,Jutta Andrzejewski,Cork City,17:50:30,2018-11-30,54.13,5.55,63.47
987487,Jutta Andrzejewski,Cork City,22:42:00,2018-11-5,8.97,1.14,10.74
293303,Jutta Andrzejewski,Phoenix Bar and Grille,22:09:44,2018-11-19,92.66,14.93,114.07
202401,Jutta Andrzejewski,Zack's Oak Bar & Restaurant,07:34:19,2018-11-22,3.99,0.79,5.06
449120,Kai Mcglown,Attaboy,19:32:20,2018-11-8,43.14,5.27,51.43
882976,Kai Mcglown,Carpe Diem Pub & Restaurant,00:22:56,2018-11-23,48.26,5.49,57.13
576346,Kai Mcglown,Primo's,17:33:13,2018-11-29,6.45,1.01,7.91
274351,Kai Mcglown,Rocking Horse Saloon,22:28:37,2018-11-5,15.96,1.87,18.94
708502,Kai Mcglown,The Pig and Parrot,17:32:53,2018-11-13,53.88,6.85,64.51
936460,Kami Alred,Finnegan's Pub,22:53:12,2018-11-23,76.59,14.09,96.04
691792,Kami Alred,Please Don't Tell,22:38:50,2018-11-20,95.64,17.77,120.11
317102,Karey Pio,Pig's Eye Pub,22:10:59,2018-11-30,9.97,1.34,12.01
938719,Karey Pio,Rocking Horse Saloon,23:58:23,2018-11-23,59.81,8.35,72.34
429300,Karey Pio,Vaughan's Public House,17:18:16,2018-11-12,14.92,2.09,18.05
909935,Karey Tietjen,Cooper's Union,21:04:27,2018-11-27,19.96,2.63,23.98
810148,Karey Tietjen,Louise & Jerry's,11:27:33,2018-11-30,11.96,1.44,14.24
302357,Karey Tietjen,McSorley's Old Ale House,20:29:55,2018-11-22,20.94,3.12,25.53
742291,Karey Tietjen,Side Bar,11:32:25,2018-11-22,48.85,7.93,60.2
426257,Karie Clouser,Mace,23:10:24,2018-11-24,32.41,4.83,39.5
146072,Karie Clouser,Pouring Ribbons,23:09:55,2018-11-17,35.91,5.53,43.95
197304,Karie Clouser,The Honeywell,18:43:07,2018-11-13,22.18,2.87,26.6
231666,Karie Clouser,The NoMad Bar,00:14:54,2018-11-20,70.37,12.04,87.34
218075,Karlene Colosimo,Dante,22:48:01,2018-11-24,8.94,1.21,10.78
821998,Karlene Colosimo,Mace,16:10:41,2018-11-22,64.12,9.03,77.64
451710,Karlene Colosimo,McSorley's Old Ale House,22:35:39,2018-11-2,65.82,7.46,77.89
277944,Karlene Colosimo,Nitecap,11:26:55,2018-11-4,19.43,3.11,23.9
135330,Karlene Colosimo,The Aviary NYC,16:08:19,2018-11-22,19.34,3.56,24.25
147059,Karlene Colosimo,The NoMad Bar,18:49:29,2018-11-17,74.34,11.69,91.23
924694,Karlene Colosimo,The Shepherd & the Knucklehead,00:02:11,2018-11-11,71.14,8.25,84.37
752974,Karlene Colosimo,Vaughan's Public House,21:28:35,2018-11-2,86.03,12.64,104.69
203828,Karlene Colosimo,Zack's Oak Bar & Restaurant,22:16:13,2018-11-25,67.82,7.01,79.58
305534,Karmen Blessing,Clover Club,19:05:47,2018-11-29,59.59,10.78,74.54
174001,Karmen Blessing,Pouring Ribbons,17:48:54,2018-11-2,14.94,2.54,18.52
641137,Karmen Blessing,The Russian Lady,11:40:19,2018-11-23,32.9,5.8,41
250898,Karmen Bushway,Aldo Sohm Wine Bar,23:13:17,2018-11-8,23.53,3.55,28.73
591539,Karmen Bushway,Clover Club,20:46:42,2018-11-11,61.32,8.19,73.8
571014,Karmen Bushway,Dutch Kills,08:14:40,2018-11-10,14.74,2.33,18.1
126890,Karmen Bushway,L BAR,18:57:37,2018-11-1,50.36,8.91,62.8
307078,Karmen Bushway,McSorley's Old Ale House,23:09:13,2018-11-26,17.45,2.42,21.09
606597,Karmen Bushway,The Blind Pig Pizza,16:35:45,2018-11-4,36.36,4.28,43.18
814728,Karmen Bushway,The NoMad Bar,15:47:45,2018-11-29,41.92,5.79,50.64
265829,Karolyn Griffin,Bar5,16:53:01,2018-11-13,43.38,5.02,51.43
253220,Karolyn Griffin,L BAR,23:23:06,2018-11-23,40.39,6.72,49.94
518017,Karolyn Griffin,Rocking Horse Saloon,15:22:28,2018-11-15,27.4,4.93,34.25
321036,Karolyn Griffin,The Blind Pig Pizza,18:01:28,2018-11-16,72.29,8.49,85.84
389367,Karolyn Griffin,The Blind Pig Pizza,16:07:37,2018-11-18,32.9,4.74,39.95
413697,Karolyn Griffin,The Blind Pig Pizza,18:08:36,2018-11-27,30.39,3.52,36.04
464171,Karolyn Griffin,The Blind Pig Pizza,23:57:05,2018-11-2,52.83,8.64,65.17
497729,Karolyn Griffin,The Blind Pig Pizza,23:38:06,2018-11-23,62.12,6.87,73.33
508110,Karolyn Griffin,The Blind Pig Pizza,23:21:06,2018-11-4,37.38,7,47
652392,Karolyn Griffin,The Blind Pig Pizza,01:06:00,2018-11-30,34.88,6.14,43.46
668682,Karolyn Griffin,The Blind Pig Pizza,00:53:45,2018-11-11,34.88,5.83,43.15
733827,Karolyn Griffin,The Blind Pig Pizza,22:38:13,2018-11-16,89.78,13.13,109.2
836898,Karolyn Griffin,The Blind Pig Pizza,00:12:00,2018-11-29,50.57,8.73,62.84
920614,Karolyn Griffin,The Blind Pig Pizza,11:06:45,2018-11-5,116.36,20.1,144.61
949956,Karolyn Griffin,The Blind Pig Pizza,07:17:52,2018-11-18,17.44,3.18,21.85
432090,Karolyn Griffin,The Press,23:14:50,2018-11-3,32.89,4.21,39.41
658327,Kasha Dimatteo,Blind Tiger Ale House,23:52:00,2018-11-17,52.84,9.91,66.45
314862,Kasha Dimatteo,Pouring Ribbons,15:44:49,2018-11-10,43.38,5.01,51.43
327493,Kasha Dimatteo,Pouring Ribbons,00:43:36,2018-11-16,31.89,5.46,39.58
352363,Kasha Dimatteo,Pouring Ribbons,18:30:46,2018-11-20,12.45,2,15.32
850152,Kasha Dimatteo,Pouring Ribbons,11:35:54,2018-11-29,70.8,8.44,84.2
581555,Kathaleen Lenard,Bar Goto,15:17:32,2018-11-29,20.91,3.87,26.24
476813,Kathaleen Lenard,Dante,01:06:00,2018-11-9,5.97,1.14,7.53
537398,Kathaleen Lenard,Federal Cafe,12:52:39,2018-11-24,61.84,9.38,75.55
179992,Kathie Goetz,Cork City,11:56:03,2018-11-17,40.88,5.69,49.43
333422,Kathie Goetz,Cork City,21:01:33,2018-11-22,79.16,13.78,98.48
743641,Kathie Goetz,G.Millz Boken Roadhouse,20:28:49,2018-11-8,11.97,1.58,14.39
482112,Kathie Goetz,Maison Premiere,15:25:59,2018-11-2,81.34,13.62,100.65
715655,Kathie Goetz,McSorley's Old Ale House,11:56:42,2018-11-16,10.47,1.62,12.82
932137,Kathie Goetz,The Aviary NYC,18:58:50,2018-11-20,48.44,5.29,57.12
182419,Kathlyn Burts,Cooper's Union,21:09:06,2018-11-23,39.37,5.72,47.85
892722,Kathlyn Burts,Dante,23:16:17,2018-11-13,19.9,2.06,23.35
873657,Kathlyn Burts,DC's Tavern,23:43:42,2018-11-12,143.23,23.01,176.27
488778,Kathlyn Burts,Rocking Horse Saloon,16:30:12,2018-11-27,61.32,7.84,73.45
142424,Katrice Capasso,Cork City,23:50:32,2018-11-6,51.33,6.68,61.61
776495,Katrice Capasso,Pouring Ribbons,19:25:46,2018-11-8,69.79,13.26,87.93
844314,Katrice Capasso,Pouring Ribbons,23:19:35,2018-11-17,57.34,10.13,71.48
551062,Kattie Waldrop,Aldo Sohm Wine Bar,22:31:14,2018-11-17,13.45,1.95,16.34
921583,Kattie Waldrop,Bar5,08:51:11,2018-11-13,28.91,3.77,34.7
703480,Kattie Waldrop,Employees Only,21:51:21,2018-11-24,37.86,6.07,46.58
608944,Kattie Waldrop,Grand Vin,02:17:59,2018-11-3,54.2,7.89,65.88
673474,Kattie Waldrop,Mayahuel,21:17:47,2018-11-29,48.34,6.6,58.32
138714,Kattie Waldrop,Northern Soul,23:10:14,2018-11-23,26.38,3.33,31.56
669927,Kattie Waldrop,Wilton House,11:22:47,2018-11-23,67.58,11.59,83.9
681613,Kayce Pitzen,The Ale House,11:07:35,2018-11-23,27.41,3.23,32.56
375380,Kayce Pitzen,The Winston,21:59:30,2018-11-2,31.84,5.43,39.5
203947,Kaylene Twombly,Dutch Kills,17:20:14,2018-11-23,16.43,2.88,20.46
168056,Kaylene Twombly,Phoenix Bar and Grille,16:27:01,2018-11-9,5.18,0.74,6.29
248103,Kaylene Twombly,Pilsner Haus & Biergarden,17:59:36,2018-11-24,92.84,15.06,114.4
880733,Kelley Junker,Finnegan's Pub,12:45:54,2018-11-11,25.21,3.33,30.3
963541,Kelley Junker,G.Millz Boken Roadhouse,12:16:08,2018-11-17,56.75,5.98,66.71
339310,Kelley Junker,Grand Vin,18:26:51,2018-11-5,22.94,2.44,26.99
519898,Kelli Beckles,DC's Tavern,23:22:35,2018-11-27,88.08,12.97,107.22
609389,Kelli Beckles,The Honeywell,03:01:27,2018-11-1,67.82,11.85,84.42
668888,Kelli Beckles,The NoMad Bar,20:55:28,2018-11-16,44.69,8.52,56.34
766033,Kelsey Brittain,Dutch Kills,18:39:56,2018-11-1,13.96,2.07,17.01
391374,Kelsi Winnie,Attaboy,21:51:58,2018-11-23,34.7,4.35,41.48
989027,Kelsi Winnie,McSorley's Old Ale House,16:57:37,2018-11-1,36.92,5.65,45.15
172617,Kelsi Winnie,Slowly Shirley,11:57:25,2018-11-26,21.96,3.44,26.93
226876,Kelsi Winnie,Slowly Shirley,14:52:37,2018-11-24,81.35,12.93,99.97
309326,Kelsi Winnie,Slowly Shirley,00:59:48,2018-11-10,32.94,5.04,40.28
510259,Kelsi Winnie,Slowly Shirley,17:37:33,2018-11-13,56.43,7.84,68.22
580286,Kelsi Winnie,Slowly Shirley,01:00:00,2018-11-30,70.14,9.29,84.34
714509,Kelsi Winnie,Slowly Shirley,23:47:11,2018-11-29,80.85,9.42,95.93
377394,Kelsie Barreto,Bar Goto,16:31:18,2018-11-12,50.94,5.89,60.4
779175,Kelsie Barreto,Ghost Donkey,22:19:55,2018-11-12,36.85,4.53,43.96
665900,Kelsie Barreto,Tørst,01:06:00,2018-11-10,50.79,6.2,60.54
942432,Kemberly Giordano,Clover Club,10:13:26,2018-11-27,53.94,9.87,67.58
780039,Kemberly Giordano,Dear Irving,16:08:03,2018-11-9,27.45,3.18,32.55
405826,Kemberly Giordano,McSorley's Old Ale House,22:26:42,2018-11-3,17.45,2.11,20.78
290824,Ken Gargano,Bar5,14:19:16,2018-11-10,31.42,3.47,37.09
793523,Ken Gargano,Dear Irving,22:26:40,2018-11-6,137.33,27.19,174.13
146405,Kenda Touchet,Carpe Diem Pub & Restaurant,00:27:42,2018-11-20,16.42,2.1,19.66
236609,Kenda Touchet,Carpe Diem Pub & Restaurant,17:11:33,2018-11-19,60.56,8.87,73.67
245156,Kenda Touchet,Carpe Diem Pub & Restaurant,18:22:41,2018-11-4,64.84,9.5,78.88
669302,Kenda Touchet,Carpe Diem Pub & Restaurant,01:12:00,2018-11-16,25.92,4.53,32.26
777128,Kenda Touchet,Carpe Diem Pub & Restaurant,21:12:08,2018-11-23,33.15,6.41,41.88
901917,Kenda Touchet,Carpe Diem Pub & Restaurant,19:15:26,2018-11-23,56.13,5.73,65.79
939570,Kenda Touchet,Carpe Diem Pub & Restaurant,17:55:40,2018-11-17,76.71,11.33,93.41
122908,Kenda Touchet,Louise & Jerry's,19:59:44,2018-11-23,44.36,4.6,52.06
216961,Kenda Touchet,Louise & Jerry's,19:37:35,2018-11-23,78.77,9.79,94.08
889608,Kenda Touchet,Louise & Jerry's,22:38:54,2018-11-17,41.36,8.23,52.48
179899,Kenton Dimas,Angel's Share,11:51:21,2018-11-26,56.66,9.18,69.81
749390,Kenton Dimas,Federal Cafe,22:10:23,2018-11-30,89.77,11.43,107.49
622325,Kenton Dimas,G.Millz Boken Roadhouse,21:35:59,2018-11-26,26.92,3.99,32.79
159228,Kera Costin,Moran's,17:58:46,2018-11-16,5.49,1.07,6.94
485662,Kera Costin,The NoMad Bar,16:30:37,2018-11-2,39.41,6.19,48.36
335345,Kera Person,Attaboy,01:17:46,2018-11-20,87.25,10.64,104
200528,Kera Person,Phoenix Bar and Grille,18:49:12,2018-11-15,12.96,1.96,15.83
723699,Kera Person,Tørst,00:22:55,2018-11-23,53.66,7.51,64.93
122370,Kerrie Seamons,Pig's Eye Pub,03:00:00,2018-11-19,48.87,9.48,61.77
229397,Kerrie Seamons,Pig's Eye Pub,18:17:18,2018-11-2,80.29,13.72,99.63
985504,Kerrie Seamons,Side Bar,16:38:04,2018-11-27,35.39,6.82,44.69
476094,Kerrie Seamons,The Blind Pig Pizza,00:30:00,2018-11-23,74.26,11.55,91.01
742330,Keva Wiles,Tørst,16:26:51,2018-11-9,12.85,1.92,15.67
506035,Keva Wiles,Wilton House,11:20:42,2018-11-26,51.83,5.5,60.96
401615,Kimbra Mcquillen,Cooper's Union,18:47:23,2018-11-23,29.4,3.61,35.06
614849,Kimbra Mcquillen,Cooper's Union,10:20:26,2018-11-12,79.78,15.05,100.42
901562,Kimbra Mcquillen,Cooper's Union,17:59:02,2018-11-6,45.36,6.82,55.35
175718,Kimbra Mcquillen,Pilsner Haus & Biergarden,10:06:15,2018-11-16,43.42,7.09,53.55
203377,Kimbra Mcquillen,Pilsner Haus & Biergarden,11:47:13,2018-11-24,74.84,7.8,87.88
382430,Kimbra Mcquillen,Pilsner Haus & Biergarden,11:31:34,2018-11-16,138.23,25.77,173.67
141286,Kimbra Mcquillen,The Ale House,15:31:46,2018-11-24,26.39,4.18,32.42
241660,Kimiko Packett,Finnegan's Pub,23:40:06,2018-11-25,57.04,8.92,69.96
427830,Kimiko Packett,Finnegan's Pub,12:53:45,2018-11-8,71.13,11.27,87.38
449698,Kimiko Packett,Finnegan's Pub,22:02:10,2018-11-17,29.39,3.01,34.46
497649,Kimiko Packett,Finnegan's Pub,22:47:16,2018-11-3,61.81,10.57,76.71
542663,Kimiko Packett,Finnegan's Pub,18:36:37,2018-11-3,93.43,10.43,110.4
701739,Kimiko Packett,Finnegan's Pub,01:06:40,2018-11-20,60.03,11.78,76.01
220087,Kira Fergerson,Carpe Diem Pub & Restaurant,21:14:01,2018-11-13,20.91,3.89,26.27
689957,Kira Fergerson,Carpe Diem Pub & Restaurant,21:00:38,2018-11-5,29.87,5.63,37.59
361259,Kira Fergerson,Finnegan's Pub,19:23:10,2018-11-25,102.76,13.94,123.9
369662,Kira Fergerson,Slowly Shirley,17:37:18,2018-11-24,26.94,5.1,33.93
252243,Kira Fergerson,The Blind Pig Pizza,18:05:52,2018-11-12,15.96,2.67,19.75
415830,Kira Fergerson,The Press,20:29:28,2018-11-23,31.39,3.79,37.38
503111,Kira Fergerson,Tørst,01:06:00,2018-11-18,44.82,8.12,56.07
302890,Kirstin Mondragon,Maison Premiere,19:46:01,2018-11-23,12.66,1.68,15.22
841427,Kirstin Mondragon,Mulligan's,22:25:35,2018-11-30,37.9,7.37,47.92
925344,Kirstin Mondragon,Pilsner Haus & Biergarden,21:00:11,2018-11-1,31.93,6.13,40.3
335084,Kittie Mccaleb,Attaboy,20:58:45,2018-11-29,12.45,1.62,14.94
824958,Kittie Mccaleb,Northern Soul,22:59:20,2018-11-23,47.18,4.82,55.3
120188,Kittie Mccaleb,Zack's Oak Bar & Restaurant,19:47:18,2018-11-24,40.4,5.21,48.44
487031,Kizzie Goltz,Broken Shaker,21:37:42,2018-11-9,96.02,11.9,114.65
428536,Kizzie Goltz,Death & Company,12:50:38,2018-11-17,9.95,1.55,12.2
854190,Kizzie Goltz,Dutch Kills,22:58:15,2018-11-13,35.37,3.98,41.83
958217,Kizzie Goltz,McSorley's Old Ale House,23:28:58,2018-11-10,19.96,3.14,24.5
165034,Kizzie Goltz,Pouring Ribbons,20:46:31,2018-11-9,59.32,10.98,74.45
227164,Kizzie Goltz,Pouring Ribbons,22:26:30,2018-11-17,51.36,6.54,61.49
755691,Kizzie Goltz,Pouring Ribbons,17:37:11,2018-11-20,41.87,5.89,50.7
823285,Kizzie Goltz,Pouring Ribbons,19:37:10,2018-11-11,62.83,8.72,75.94
849814,Kizzie Goltz,Pouring Ribbons,22:01:51,2018-11-23,45.85,7.96,57.02
835238,Kizzie Goltz,The Aviary NYC,17:17:34,2018-11-30,60.82,10.83,75.91
295306,Kris Britton,Carpe Diem Pub & Restaurant,20:56:20,2018-11-17,25.4,4.47,31.65
252749,Kris Britton,DC's Tavern,23:35:46,2018-11-13,153.14,21.35,185.21
104788,Kris Britton,Grand Vin,23:11:49,2018-11-1,122.1,14.72,145.37
104074,Kris Britton,Louise & Jerry's,20:56:45,2018-11-17,92.71,10.49,109.69
366088,Kris Britton,Louise & Jerry's,23:37:26,2018-11-18,23.91,3.21,28.79
592908,Kris Britton,Louise & Jerry's,01:06:00,2018-11-10,31.41,6.05,39.66
670961,Kris Britton,Louise & Jerry's,20:30:10,2018-11-23,80.73,13.22,99.6
713176,Kris Britton,Louise & Jerry's,22:41:29,2018-11-8,60.32,7.2,71.75
932601,Kris Britton,Louise & Jerry's,17:36:34,2018-11-24,33.88,6.06,42.31
196507,Kris Britton,Moran's,17:27:18,2018-11-18,102.27,17.85,127.28
808518,Kris Britton,Wilton House,20:00:00,2018-11-16,44.31,7.46,54.87
846749,Kris Britton,Wilton House,23:12:00,2018-11-11,73.6,8.52,87.27
238679,Kris Britton,Zack's Oak Bar & Restaurant,22:43:21,2018-11-17,29.92,3.22,35.23
892422,Kristi Yokum,Cork City,11:43:01,2018-11-10,28.41,4.4,34.8
253804,Kristi Yokum,DC's Tavern,14:19:57,2018-11-26,33.42,3.42,39.18
291361,Kristi Yokum,DC's Tavern,01:00:00,2018-11-26,17.95,1.97,21.17
645138,Kristi Yokum,DC's Tavern,22:14:02,2018-11-9,74.64,10.88,90.75
911643,Kristi Yokum,DC's Tavern,16:48:30,2018-11-17,33.91,6.74,43.02
587642,Kristi Yokum,Louise & Jerry's,00:42:09,2018-11-22,88.23,11.18,105.58
699606,Kristi Yokum,Louise & Jerry's,18:09:06,2018-11-23,96.75,18.67,122.19
779730,Kristian Gillies,Broken Shaker,00:47:28,2018-11-25,112.7,20.58,141.17
906990,Kristian Gillies,Maison Premiere,20:41:39,2018-11-23,59.21,9.35,72.7
819253,Kristyn Timoteo,Death & Company,19:35:35,2018-11-17,17.42,2.6,21.24
755534,Kristyn Timoteo,Grand Vin,00:19:18,2018-11-2,34.41,3.85,40.67
377224,Kristyn Timoteo,Holiday Cocktail Lounge,00:03:48,2018-11-29,19.88,2.82,24.09
278626,Kristyn Timoteo,The Pig and Parrot,22:26:48,2018-11-16,62.93,9.72,77.06
932046,Krystal Whiteside,Black Bear Bar & Grill,17:43:42,2018-11-6,34.4,4.18,40.99
615995,Krystal Whiteside,Finnegan's Pub,23:15:18,2018-11-11,58.59,11.04,73.73
295833,Krystal Whiteside,G.Millz Boken Roadhouse,20:57:07,2018-11-19,26.93,4.88,33.7
273696,Krystal Whiteside,Pouring Ribbons,21:19:18,2018-11-5,12.96,1.87,15.74
426456,Krystal Whiteside,Tørst,22:41:00,2018-11-6,56.8,10.21,70.99
138102,Krystin Rideout,Carpe Diem Pub & Restaurant,12:51:24,2018-11-23,25.41,3.32,30.51
849207,Krystin Rideout,Carpe Diem Pub & Restaurant,11:44:48,2018-11-29,40.65,7.34,50.84
329383,Krystin Rideout,Please Don't Tell,11:57:19,2018-11-4,56.47,10,70.42
846860,Krystin Rideout,Side Bar,22:56:18,2018-11-13,38.87,5.31,46.91
513271,Kylee Doung,Pouring Ribbons,22:59:17,2018-11-23,9.96,1.22,11.88
752532,Lacresha Tripodi,Slowly Shirley,01:00:00,2018-11-1,16.47,3.09,20.71
804308,Lacy Hansford,Angel's Share,23:07:27,2018-11-23,15.96,2.97,20.05
899557,Lacy Hansford,Bar Goto,20:47:52,2018-11-1,8.45,1.3,10.34
799025,Lacy Hansford,Broken Shaker,00:06:07,2018-11-16,26.9,3.04,31.82
453883,Lacy Hansford,Moran's,16:15:00,2018-11-18,13.98,2.56,17.52
556169,Lael Mertens,Broken Shaker,22:26:53,2018-11-15,21.7,3.58,26.8
909176,Laila Vanderveer,Bar5,17:52:18,2018-11-22,28.43,4.99,35.41
318128,Laila Vanderveer,Black Bear Bar & Grill,21:35:28,2018-11-1,29.85,3.7,35.64
706585,Laila Vanderveer,Cooper's Union,21:57:53,2018-11-22,39.87,4.14,46.8
254504,Laila Vanderveer,Grand Vin,21:22:13,2018-11-23,44.19,7.99,55.27
431938,Laine Lindauer,Black Bear Bar & Grill,22:24:39,2018-11-12,32.37,4.19,38.82
147589,Laine Lindauer,Mulligan's,07:04:16,2018-11-3,31.41,4.66,38.27
100028,Laine Lindauer,The Winston,20:45:15,2018-11-27,72.76,10.69,88.54
623926,Laine Lindauer,The Winston,22:48:23,2018-11-10,25.4,4.66,31.84
793297,Laine Spagnoli,L BAR,20:29:58,2018-11-29,22.41,3.67,27.64
932501,Laine Spagnoli,L BAR,15:14:49,2018-11-19,66.89,6.85,78.43
981624,Laine Spagnoli,L BAR,17:35:12,2018-11-9,25.33,3,30.11
833398,Lakeesha Ellender,Pig's Eye Pub,20:31:32,2018-11-2,107.75,19.54,134.83
312607,Lakisha Horsley,Dutch Kills,17:20:40,2018-11-22,37.25,4.77,44.62
232432,Lakisha Horsley,The Press,23:46:19,2018-11-16,50.88,7.8,62.24
843844,Lakisha Horsley,The Press,13:36:03,2018-11-20,8.97,1.22,10.82
110140,Lamar Munoz,Primo's,20:05:50,2018-11-26,5.98,1.14,7.54
783002,Lamar Munoz,The Blind Pig Pizza,17:38:21,2018-11-18,22.92,2.57,27.1
186465,Lamar Munoz,The NoMad Bar,01:12:00,2018-11-10,93.81,9.57,109.95
356396,Lamonica Nash,Pig's Eye Pub,12:30:15,2018-11-30,132.46,14.14,155.87
534992,Landon Degenhardt,Broken Shaker,16:59:31,2018-11-23,39.38,6.03,48.17
219196,Landon Degenhardt,Cork City,19:13:59,2018-11-16,81.34,15.41,102.45
105512,Landon Degenhardt,Death & Company,11:07:31,2018-11-2,22.42,2.57,26.56
533322,Landon Degenhardt,Mayahuel,20:50:09,2018-11-16,37.39,6.91,46.92
519416,Landon Degenhardt,Pig's Eye Pub,19:56:11,2018-11-24,27.49,4.33,33.74
117819,Landon Degenhardt,Side Bar,02:42:25,2018-11-22,10.47,1.5,12.71
837688,Landon Degenhardt,The Blind Pig Pizza,11:55:36,2018-11-29,93.08,14.62,114.21
297722,Lanette Michna,Pig's Eye Pub,00:36:59,2018-11-16,83.06,9.31,98.19
305099,Lanette Michna,Pig's Eye Pub,20:28:55,2018-11-23,20.94,4.15,26.56
307823,Lanette Michna,Pig's Eye Pub,15:10:05,2018-11-23,10.47,2.04,13.24
544536,Lanette Michna,Pig's Eye Pub,16:07:33,2018-11-23,26.43,4.96,33.24
826687,Lanette Michna,Pig's Eye Pub,21:18:00,2018-11-10,25.93,4.1,31.85
834199,Lanette Michna,Pig's Eye Pub,23:27:45,2018-11-15,58.86,10.26,73.24
848373,Lanette Michna,Pig's Eye Pub,15:05:34,2018-11-13,47.38,7.91,58.61
973824,Lanette Michna,Pig's Eye Pub,18:31:14,2018-11-3,67.83,7.36,79.94
994076,Lanette Michna,Pig's Eye Pub,21:05:22,2018-11-20,40.89,6.36,50.11
369432,Lanny Sy,The Blind Pig Pizza,00:40:04,2018-11-4,91.94,11.07,109.45
184266,Lanny Sy,The Russian Lady,22:44:07,2018-11-24,53.86,8.43,66.06
286691,Lanny Sy,The Russian Lady,20:55:46,2018-11-1,23.41,4.35,29.4
577691,Lanny Sy,The Russian Lady,21:51:52,2018-11-9,11.96,1.61,14.41
774831,Lanny Sy,The Russian Lady,22:08:24,2018-11-13,43.88,8.27,55.22
465186,Lanora Cousino,Moran's,20:55:08,2018-11-23,81.64,15.75,103.11
475253,Lanora Cousino,The Dead Rabbit,00:33:07,2018-11-16,115.76,14.59,138.45
791511,Laquanda Hardeman,Nitecap,18:52:15,2018-11-30,46.39,5.79,55.43
377414,Laquanda Hardeman,Side Bar,18:49:47,2018-11-10,44.36,5.28,52.75
605786,Laquanda Hardeman,The Honeywell,16:29:36,2018-11-9,9.5,1.53,11.69
261362,Laquita Dismukes,Rocking Horse Saloon,03:00:00,2018-11-11,41.38,6.84,51.12
550146,Laquita Dismukes,Rocking Horse Saloon,22:01:15,2018-11-29,72.28,10.56,87.9
751951,Laquita Dismukes,Rocking Horse Saloon,20:28:03,2018-11-20,27.42,3.53,32.87
761432,Laquita Dismukes,Rocking Horse Saloon,21:36:50,2018-11-16,74.78,9.02,89.03
892913,Laquita Dismukes,Rocking Horse Saloon,11:15:24,2018-11-2,38.38,4.93,46
935587,Laquita Dismukes,Rocking Horse Saloon,07:35:18,2018-11-2,45.35,5.4,53.93
179352,Laquita Dismukes,Side Bar,23:39:03,2018-11-25,33.91,5.37,41.65
573512,Laquita Dismukes,Side Bar,16:11:39,2018-11-22,52.85,10.24,66.79
591352,Laquita Dismukes,Side Bar,11:09:45,2018-11-25,44.36,7.07,54.54
864593,Laquita Dismukes,Side Bar,01:00:00,2018-11-6,54.84,10.84,69.52
244521,Larraine Snipes,L BAR,14:06:32,2018-11-24,104.52,16.21,128.05
177792,Larraine Snipes,The Blind Pig Pizza,14:12:55,2018-11-12,42.41,7.64,53.01
204952,Larraine Snipes,The Blind Pig Pizza,15:46:57,2018-11-22,73.01,11.42,89.54
465099,Larraine Snipes,The Blind Pig Pizza,00:20:53,2018-11-18,24.18,3.7,29.58
842432,Larraine Snipes,The Blind Pig Pizza,19:34:08,2018-11-11,83.06,9.14,98.01
862331,Larraine Snipes,The Blind Pig Pizza,17:28:22,2018-11-3,83.75,10.9,100.51
988735,Larraine Snipes,The Blind Pig Pizza,22:27:20,2018-11-4,47.41,6.67,57.4
996915,Larraine Snipes,The Blind Pig Pizza,12:05:14,2018-11-8,30.73,3.68,36.56
636794,Lashaun Footman,Death & Company,17:38:46,2018-11-11,17.45,1.84,20.51
515710,Lashaun Footman,Moran's,21:38:01,2018-11-16,102.39,10.95,120.5
707853,Lashaun Footman,Please Don't Tell,00:17:16,2018-11-2,71.73,8.7,85.46
577537,Lashaunda Fritch,Black Bear Bar & Grill,21:09:59,2018-11-17,40.86,4.57,48.29
548845,Lashawn Bonds,Side Bar,23:44:17,2018-11-23,55.84,8.59,68.34
699769,Lashay Guthrie,Holiday Cocktail Lounge,12:16:24,2018-11-5,19.91,2.06,23.36
