name,bar,transaction_id,subtotal,tip,total
Lawanna Merideth,Louise & Jerry’s,534829,73.79,0.11,88
Lawanna Merideth,Louise & Jerry’s,572377,58.82,0.12,70.29
Lawanna Merideth,Louise & Jerry’s,579558,28.39,0.19,36.21
Lawanna Merideth,Louise & Jerry’s,604983,11.96,0.2,15.31
Lawanna Merideth,Louise & Jerry’s,655910,57.83,0.2,74.23
Lawanna Merideth,Louise & Jerry’s,691823,30.42,0.11,36.06
Lawanna Merideth,Louise & Jerry’s,795029,14.96,0.14,18.18
Layne Seely,Federal Cafe,358357,35.89,0.18,45.17
Leandra Andrus,Phoenix Bar and Grille,216780,30.59,0.1,36.04
Leandra Andrus,Rocking Horse Saloon,903060,60.31,0.14,73.71
Leandra Andrus,Side Bar,758522,46.85,0.16,58.07
Leandra Andrus,The NoMad Bar,102236,96.79,0.11,115.15
Leandra Andrus,The Winston,859473,13.44,0.17,16.88
Leatrice Nastasi,Moran’s,394952,48.89,0.18,61.92
Leatrice Nastasi,Primo’s,216080,29.41,0.14,35.96
Leatrice Nastasi,The Honeywell,403322,47.26,0.15,58.33
Leia Larkin,Carpe Diem Pub & Restaurant,461235,31.87,0.19,40.42
Leia Larkin,Maison Premiere,465850,35.3,0.15,43.33
Leia Larkin,Northern Soul,476842,20.83,0.2,26.64
Leia Larkin,Pouring Ribbons,537071,6.98,0.1,8.24
Leia Larkin,Raines Law Room,165756,50.35,0.1,59.3
Leia Larkin,The Blind Pig Pizza,696483,40.35,0.13,48.69
Leia Larkin,Vaughan’s Public House,355343,23.23,0.12,27.87
Leighann Behm,Clover Club,418558,17.94,0.11,21.35
Leighann Behm,Pouring Ribbons,687733,50.81,0.18,64.23
Leila Kravitz,DC’s Tavern,625986,98.67,0.11,117.37
Leila Kravitz,The Pig and Parrot,333798,153.65,0.19,195.63
Leila Kravitz,Zack’s Oak Bar & Restaurant,200715,56.34,0.14,68.64
Leila Kravitz,Zack’s Oak Bar & Restaurant,316681,13.97,0.16,17.31
Leila Kravitz,Zack’s Oak Bar & Restaurant,364995,31.92,0.19,40.66
Leila Kravitz,Zack’s Oak Bar & Restaurant,661699,6.48,0.16,8.02
Leila Kravitz,Zack’s Oak Bar & Restaurant,802363,149.1,0.16,184.95
Leila Kravitz,Zack’s Oak Bar & Restaurant,856909,35.9,0.15,44.36
Len Canavan,Carpe Diem Pub & Restaurant,585265,34.28,0.17,43.03
Len Canavan,Federal Cafe,745344,43.39,0.11,51.34
Len Canavan,Ghost Donkey,629884,34.66,0.17,43.23
Len Canavan,Pilsner Haus & Biergarden,226209,38.42,0.1,45.26
Len Canavan,The Aviary NYC,774733,68.67,0.2,87.85
Len Canavan,The Dead Rabbit,728923,81.8,0.19,104.1
Len Canavan,Vaughan’s Public House,241189,22.93,0.12,27.45
Len Canavan,Wilton House,297709,2.49,0.12,3
Lenita Burciaga,Louise & Jerry’s,261996,90.23,0.15,110.68
Lenita Burciaga,Mulligan’s,897674,81.81,0.11,97.49
Lenita Burciaga,The Shepherd & the Knucklehead,123301,43.68,0.17,54.82
Lenita Burciaga,The Shepherd & the Knucklehead,350328,15.71,0.13,18.93
Lenita Burciaga,The Shepherd & the Knucklehead,431507,60.92,0.16,75.84
Lenita Burciaga,The Shepherd & the Knucklehead,545514,51.85,0.17,65.15
Lenita Burciaga,The Shepherd & the Knucklehead,678346,49.14,0.16,60.99
Lenita Burciaga,The Shepherd & the Knucklehead,823049,37.14,0.13,44.78
Lenny Funari,Cork City,180373,53.36,0.17,66.59
Lenny Funari,Cork City,285468,17.45,0.16,21.71
Lenny Funari,Cork City,328857,20.95,0.16,26.11
Lenny Funari,Cork City,352253,11.96,0.14,14.56
Lenny Funari,Cork City,628793,38.87,0.19,49.35
Lenny Funari,Cork City,707587,53.84,0.16,66.92
Lenny Funari,Cork City,764057,107.72,0.13,130.65
Lenny Funari,Moran’s,736730,108.38,0.12,130.11
Lenny Funari,Northern Soul,761403,45.8,0.12,54.95
Lenny Funari,Phoenix Bar and Grille,483956,16.44,0.17,20.65
Leo Golder,Carpe Diem Pub & Restaurant,157798,39.73,0.19,50.49
Leo Golder,Carpe Diem Pub & Restaurant,325960,41.33,0.19,52.8
Leo Golder,Carpe Diem Pub & Restaurant,486025,58.26,0.14,71.27
Leo Golder,Carpe Diem Pub & Restaurant,735620,34.57,0.15,42.43
Leo Golder,Carpe Diem Pub & Restaurant,846820,22.41,0.17,27.97
Leo Golder,Cooper’s Union,800230,89.7,0.16,111.53
Leo Gorgone,Clover Club,455357,28.11,0.11,33.31
Leo Gorgone,Employees Only,451910,46.25,0.18,58.63
Leo Gorgone,Rocking Horse Saloon,167580,13.96,0.15,17.2
Leo Gorgone,The Russian Lady,916160,50.84,0.15,62.52
Leonia Nalls,Black Bear Bar & Grill,210372,54.86,0.17,68.47
Leonia Nalls,Grand Vin,296405,38.41,0.16,47.84
Leonia Nalls,Grand Vin,998009,44.89,0.16,55.66
Leonia Nalls,Pilsner Haus & Biergarden,311811,25.44,0.18,32.11
Leonia Nalls,The Winston,332903,32.35,0.18,40.91
Leonia Nalls,The Winston,425653,60.27,0.15,74.32
Leonia Nalls,The Winston,595986,42.93,0.17,53.68
Leonia Nalls,The Winston,707916,58.8,0.12,70.59
Leonia Nalls,The Winston,806301,24.9,0.18,31.36
Leonia Nalls,The Winston,809266,23.89,0.19,30.3
Leonia Nalls,The Winston,843950,34.36,0.15,42.28
Leonia Nalls,The Winston,847016,29.85,0.19,38.01
Leonida Waldow,Bar Goto,240150,28.33,0.12,33.99
Leonida Waldow,Bar Goto,252365,38.09,0.1,45.01
Leonida Waldow,Bar Goto,430421,8.65,0.17,10.84
Leonida Waldow,Bar Goto,467775,20.39,0.19,25.93
Leonida Waldow,Bar Goto,517407,22.97,0.14,28.1
Leonida Waldow,Bar Goto,757459,53.73,0.15,66.24
Leonida Waldow,Ghost Donkey,207474,26.41,0.13,31.93
Les Tiner,Angel’s Share,759748,73.36,0.1,86.52
Les Tiner,Pilsner Haus & Biergarden,799301,83.85,0.17,105.02
Les Tiner,The Aviary NYC,967893,41.66,0.13,50.23
Lesa Lucero,Blind Tiger Ale House,628185,79.36,0.2,101.64
Lesa Lucero,G.Millz Boken Roadhouse,318500,41.71,0.17,52.39
Leslee Ortegon,DC’s Tavern,693210,15.96,0.11,18.89
Leslee Ortegon,Finnegan’s Pub,249556,48.74,0.11,57.71
Leslee Ortegon,Finnegan’s Pub,346643,12.45,0.19,15.8
Leslee Ortegon,Finnegan’s Pub,369968,18.23,0.14,22.32
Leslee Ortegon,Finnegan’s Pub,493553,37.86,0.18,47.73
Leslee Ortegon,Finnegan’s Pub,831429,54.3,0.12,65.16
Leslee Ortegon,Finnegan’s Pub,867837,21.42,0.16,26.51
Leslee Ortegon,Finnegan’s Pub,916797,24.41,0.2,31.26
Leslee Ortegon,Finnegan’s Pub,958866,66.96,0.14,81.5
Leslee Ortegon,The Winston,460282,34.85,0.18,43.82
Letha Taliaferro,Louise & Jerry’s,223482,13.96,0.12,16.72
Letha Taliaferro,Louise & Jerry’s,365048,60.34,0.13,73.02
Letha Taliaferro,Louise & Jerry’s,643523,36.91,0.1,43.45
Letha Taliaferro,Louise & Jerry’s,645020,25.42,0.15,31.38
Letha Taliaferro,Louise & Jerry’s,862604,107.72,0.13,130.62
Letha Taliaferro,Louise & Jerry’s,922714,32.4,0.11,38.57
Letha Taliaferro,Louise & Jerry’s,975424,71.8,0.18,90.51
Li Stanek,Cork City,321928,37.18,0.16,46.19
Li Stanek,Rocking Horse Saloon,386211,35.39,0.16,44.07
Libbie Drapeau,Carpe Diem Pub & Restaurant,174049,4.48,0.18,5.66
Libbie Drapeau,Cooper’s Union,254196,34.88,0.14,42.38
Libbie Drapeau,Phoenix Bar and Grille,836139,70.81,0.18,89.24
Libbie Drapeau,Raines Law Room,838048,55.82,0.12,67.08
Libbie Drapeau,The Honeywell,237562,48.4,0.14,59.13
Lilian Bieniek,Carpe Diem Pub & Restaurant,257518,22.77,0.14,27.68
Lilian Bieniek,Holiday Cocktail Lounge,145300,32.36,0.15,39.77
Lilian Bieniek,McSorley’s Old Ale House,549396,13.96,0.19,17.71
Lilian Bieniek,Moran’s,850468,51.3,0.17,64.36
Lilian Donahue,Aldo Sohm Wine Bar,854402,25.7,0.2,32.99
Lilian Donahue,Dante,463199,37.83,0.17,47.34
Lilian Donahue,Dante,543141,34.35,0.12,41.33
Lilian Donahue,Dante,766445,13.42,0.12,16.09
Lilian Donahue,Dante,798840,28.41,0.17,35.63
Lilian Donahue,Dante,849928,27.39,0.12,32.75
Lilian Donahue,Dante,852208,28.4,0.12,33.9
Lilian Donahue,Dante,878095,23.59,0.14,28.69
Lilian Donahue,Dante,918100,33.37,0.15,40.89
Lilian Donahue,The Aviary NYC,452885,29.9,0.13,36.28
Lilian Donahue,Tørst,326231,43.44,0.16,54
Lilly Kale,Bar5,710884,52.37,0.1,61.68
Lilly Kale,Carpe Diem Pub & Restaurant,803970,73.05,0.13,87.95
Lilly Kale,The Dead Rabbit,862353,3.99,0.14,4.87
Lindy League,Federal Cafe,861442,52.36,0.2,67.15
Lindy League,L BAR,264396,39.49,0.12,47.27
Lindy League,Pig’s Eye Pub,190991,21.94,0.17,27.44
Lindy League,Pig’s Eye Pub,616793,118.21,0.12,141.64
Lindy League,Rocking Horse Saloon,153694,38.88,0.19,49.58
Lindy League,Rocking Horse Saloon,213660,11.97,0.15,14.69
Lindy League,Rocking Horse Saloon,259789,47.87,0.12,57.46
Lindy League,Rocking Horse Saloon,457392,51.35,0.15,62.96
Lindy League,Rocking Horse Saloon,661670,79.76,0.17,99.8
Lindy League,Rocking Horse Saloon,745715,37.4,0.19,47.43
Lindy League,Rocking Horse Saloon,839522,42.38,0.17,52.97
Lindy League,Rocking Horse Saloon,953270,22.43,0.15,27.54
Ling Croley,Dear Irving,590051,72.84,0.11,86.13
Ling Croley,Moran’s,110172,71.66,0.14,87.1
Ling Croley,Nitecap,286967,5.49,0.16,6.84
Ling Croley,The Ale House,850433,21.95,0.17,27.52
Linwood Carpentier,Cork City,326771,79.97,0.14,97.43
Linwood Carpentier,G.Millz Boken Roadhouse,920973,74.21,0.15,91.11
Linwood Carpentier,The Winston,202080,16.42,0.15,20.28
Linwood Carpentier,The Winston,527895,69.22,0.18,87.47
Linwood Carpentier,The Winston,540377,1.99,0.1,2.35
Linwood Carpentier,The Winston,555515,14.44,0.13,17.41
Linwood Carpentier,The Winston,599796,35.87,0.15,44.09
Linwood Carpentier,The Winston,784882,12.94,0.19,16.47
Linwood Carpentier,The Winston,823810,58.78,0.16,73.22
Linwood Carpentier,The Winston,895834,28.38,0.12,33.89
Lisabeth Gethers,Louise & Jerry’s,716623,52.33,0.11,62.11
Lisabeth Gethers,Zack’s Oak Bar & Restaurant,453591,37.91,0.11,44.99
Lisabeth Gethers,Zack’s Oak Bar & Restaurant,993263,28.41,0.13,34.32
Lisha Bence,The Honeywell,108035,12.34,0.16,15.28
Lisha Bence,The Honeywell,150060,108.4,0.11,128.23
Lisha Bence,The Honeywell,386666,32.9,0.17,41.08
Lisha Bence,The Honeywell,563101,37.76,0.11,44.87
Lisha Bence,The Honeywell,584763,78.13,0.13,94.14
Lisha Bence,The Honeywell,696451,10.47,0.17,13.05
Lissa Wedderburn,G.Millz Boken Roadhouse,105162,19.95,0.13,24.14
Lissa Wedderburn,G.Millz Boken Roadhouse,108858,38.89,0.17,48.77
Lissa Wedderburn,G.Millz Boken Roadhouse,301949,28.43,0.12,34.22
Lissa Wedderburn,G.Millz Boken Roadhouse,433147,89.06,0.17,111.4
Lissa Wedderburn,G.Millz Boken Roadhouse,707678,88.77,0.16,110.36
Lissa Wedderburn,G.Millz Boken Roadhouse,831244,58.31,0.16,72.14
Lissa Wedderburn,G.Millz Boken Roadhouse,849353,20.94,0.11,24.86
Lissa Wedderburn,G.Millz Boken Roadhouse,942289,17.97,0.19,22.87
Lissa Wedderburn,Grand Vin,501587,70.22,0.14,85.46
Lissa Wedderburn,Moran’s,579696,59.4,0.2,76.11
Lissa Wedderburn,Moran’s,662681,27.45,0.14,33.34
Lissa Wedderburn,Pilsner Haus & Biergarden,135479,110.28,0.14,134.52
Lissa Wedderburn,Wilton House,615981,44.73,0.18,56.4
Lizeth Bissonnette,Grand Vin,171287,72.83,0.16,90.21
Lois Bones,The Blind Pig Pizza,812477,41.38,0.12,49.4
Lois Bones,The Winston,585608,35.87,0.12,43.07
Lola Goings,Raines Law Room,526888,77.3,0.2,99.19
Loni Dann,Black Bear Bar & Grill,420385,45.89,0.16,57.05
Loni Dann,Finnegan’s Pub,198418,30.4,0.11,36.2
Loni Dann,The Blind Pig Pizza,802494,37.46,0.14,45.83
Lonna Manske,Dear Irving,489365,84.32,0.18,106.55
Lonna Manske,Pouring Ribbons,740644,38.85,0.13,47.05
Lori Stott,Carpe Diem Pub & Restaurant,916091,90.72,0.13,110.14
Lori Stott,DC’s Tavern,954438,53.87,0.15,66.19
Lori Stott,Finnegan’s Pub,729778,5.98,0.15,7.38
Lori Stott,Mulligan’s,147660,51.86,0.2,66.37
Lori Stott,Mulligan’s,252314,19.94,0.16,24.73
Lori Stott,Mulligan’s,274169,64.3,0.1,75.7
Lori Stott,Mulligan’s,421949,69.29,0.16,85.64
Lori Stott,Mulligan’s,500046,39.39,0.16,48.79
Lori Stott,Mulligan’s,592976,12.46,0.14,15.24
Lori Stott,Mulligan’s,620692,27.42,0.18,34.71
Lori Stott,Mulligan’s,629746,17.45,0.17,21.86
Lori Stott,Mulligan’s,864592,39.89,0.14,48.75
Lori Stott,The Ale House,967008,11.96,0.11,14.17
Lorriane Rhett,Attaboy,524186,11.96,0.14,14.65
Lorriane Rhett,Cork City,236302,78.05,0.16,97.15
Lorriane Rhett,Maison Premiere,773311,14.45,0.11,17.21
Lorriane Rhett,Northern Soul,127269,15,0.19,19.11
Lorriane Rhett,Vaughan’s Public House,129337,38.95,0.18,49.33
Lorriane Rhett,Wilton House,877035,85.27,0.13,103.04
Lory Kramer,Blind Tiger Ale House,966524,46.16,0.13,55.62
Lory Kramer,Dante,572113,35.91,0.1,42.27
Lory Kramer,McSorley’s Old Ale House,942833,46.87,0.14,56.97
Lory Kramer,The Press,577432,68.76,0.11,82
Lory Kramer,Tørst,679719,32.66,0.17,40.89
Lory Kramer,Vaughan’s Public House,781483,67.52,0.11,79.96
Louis Curling,Bar5,286876,94.73,0.15,116.16
Louis Curling,Bar5,692310,105.25,0.11,125.42
Louis Curling,DC’s Tavern,717594,69.66,0.19,88.83
Louis Curling,DC’s Tavern,928329,53.36,0.13,64.66
Louis Curling,Holiday Cocktail Lounge,460974,17.4,0.11,20.66
Louis Curling,Mulligan’s,189737,66.3,0.11,78.84
Lucas Croyle,The Dead Rabbit,141191,35.41,0.14,43.14
Lucas Dellinger,DC’s Tavern,215612,79.82,0.13,96.44
Lucas Dellinger,Finnegan’s Pub,531053,11.96,0.19,15.19
Lucas Dellinger,Louise & Jerry’s,145744,55.83,0.11,66.6
Lucas Dellinger,Moran’s,217078,116.26,0.18,147.33
Lucas Dellinger,Pilsner Haus & Biergarden,156325,64.38,0.1,75.8
Lucas Dellinger,Pilsner Haus & Biergarden,163823,38.91,0.13,47.2
Lucas Dellinger,Pilsner Haus & Biergarden,288530,62.85,0.11,74.72
Lucas Dellinger,Pilsner Haus & Biergarden,394527,83.84,0.15,103.04
Lucas Dellinger,Pilsner Haus & Biergarden,600683,75.86,0.15,93.22
Lucas Dellinger,Pilsner Haus & Biergarden,718673,69.86,0.13,84.75
Lucas Dellinger,Pilsner Haus & Biergarden,765947,75.34,0.18,94.8
Lucas Dellinger,Pilsner Haus & Biergarden,849772,104.78,0.2,134.02
Lucas Dellinger,Pilsner Haus & Biergarden,915609,88.32,0.15,108.26
Lucas Dellinger,Wilton House,929860,51.86,0.19,65.97
Luella Shoemake,The Russian Lady,252356,32.41,0.16,40.2
Luella Shoemake,The Russian Lady,292117,4.98,0.16,6.17
Luella Shoemake,The Russian Lady,669952,32.89,0.15,40.51
Lula Swilley,Finnegan’s Pub,372012,17.94,0.13,21.62
Lula Swilley,Mace,460992,28.4,0.13,34.24
Lula Swilley,The Shepherd & the Knucklehead,163093,2.99,0.18,3.77
Lula Swilley,Wilton House,513661,71.31,0.16,88.33
Lyda Matzen,Attaboy,123879,15.48,0.18,19.52
Lyda Matzen,Employees Only,633450,22.89,0.16,28.47
Lyda Matzen,G.Millz Boken Roadhouse,841515,17.95,0.16,22.31
Lyda Matzen,Raines Law Room,331410,66.82,0.13,80.92
Lyda Matzen,The Aviary NYC,160944,48.36,0.17,60.57
Lyda Matzen,The Dead Rabbit,800608,54.87,0.2,70.23
Lyle Bastian,Raines Law Room,196071,23.9,0.14,29.14
Lyle Bastian,The Blind Pig Pizza,802002,3.99,0.13,4.83
Lyndon Dickert,Cooper’s Union,185209,24.91,0.2,31.88
Lyndon Dickert,Rocking Horse Saloon,749693,38.87,0.19,49.55
Lyndon Dickert,The Ale House,636117,11.45,0.12,13.67
Lyndon Dickert,The Aviary NYC,197027,67.76,0.18,85.82
Lyndon Dickert,The Press,635667,40.86,0.19,52.12
Lynette Towers,Dutch Kills,630767,14.73,0.13,17.8
Lynette Towers,Finnegan’s Pub,823479,50.04,0.17,62.86
Lynnette Ferree,Broken Shaker,952633,83.65,0.17,104.46
Lynnette Ferree,Clover Club,173387,8.47,0.13,10.26
Lynnette Ferree,Dante,881608,54.01,0.18,68.07
Lynnette Ferree,Holiday Cocktail Lounge,666213,21.4,0.11,25.39
Lynnette Ferree,Please Don't Tell,326228,60.37,0.1,71.19
Lynnette Ferree,The Blind Pig Pizza,645181,41.87,0.16,52.15
Lynwood Mcneal,Pig’s Eye Pub,456070,10.47,0.13,12.69
Lynwood Mcneal,The Blind Pig Pizza,179822,32.91,0.17,41.37
Lynwood Mcneal,The Blind Pig Pizza,219973,34.66,0.11,41.09
Lynwood Mcneal,The Blind Pig Pizza,512236,19.43,0.14,23.77
Lynwood Mcneal,The Blind Pig Pizza,756077,41.07,0.2,52.64
Lynwood Mcneal,The Blind Pig Pizza,905063,82.01,0.12,97.95
Lynwood Mcneal,The Blind Pig Pizza,981947,83.07,0.17,104.43
Lynwood Mcneal,The Russian Lady,324817,72.59,0.19,92.32
Lynwood Printz,Ghost Donkey,623401,13.94,0.19,17.78
Lynwood Printz,Phoenix Bar and Grille,245681,56.32,0.14,68.95
Lynwood Printz,Primo’s,717122,56.8,0.17,71.14
Lynwood Printz,The Honeywell,223840,38.45,0.1,45.35
Lynwood Printz,Zack’s Oak Bar & Restaurant,797794,31.89,0.13,38.67
Mac Sorg,Holiday Cocktail Lounge,452520,5.97,0.1,7.03
Mac Sorg,Rocking Horse Saloon,926510,24.43,0.17,30.55
Macie Ruple,Broken Shaker,883467,13.22,0.17,16.52
Macie Ruple,Mulligan’s,529900,74.77,0.2,95.79
Madeleine Vanbrunt,Rocking Horse Saloon,377975,38.88,0.13,46.85
Madeleine Vanbrunt,Rocking Horse Saloon,403591,32.9,0.1,38.74
Madeleine Vanbrunt,Rocking Horse Saloon,463491,34.89,0.14,42.73
Madeleine Vanbrunt,Rocking Horse Saloon,497507,40.37,0.16,50.28
Madeleine Vanbrunt,Rocking Horse Saloon,861670,34.39,0.13,41.56
Madeleine Vanbrunt,Rocking Horse Saloon,978077,35.88,0.13,43.54
Madeleine Vanbrunt,The Press,976570,61.78,0.16,76.61
Madelyn Whitesell,Angel’s Share,151477,87.67,0.16,108.68
Madelyn Whitesell,Angel’s Share,357007,60.7,0.11,71.89
Madelyn Whitesell,Angel’s Share,496473,70.9,0.17,88.58
Madelyn Whitesell,Angel’s Share,784722,89.21,0.11,105.95
Madelyn Whitesell,Angel’s Share,997641,36.91,0.19,47.04
Madelyn Whitesell,Broken Shaker,933302,64.23,0.15,78.87
Madelyn Whitesell,Maison Premiere,262984,54.64,0.14,66.51
Madie Frutos,Pig’s Eye Pub,524638,78.81,0.18,99.9
Madie Frutos,The Blind Pig Pizza,349428,15.25,0.12,18.23
Madie Frutos,The Blind Pig Pizza,727645,39.86,0.14,48.51
Madie Frutos,The Blind Pig Pizza,759104,49.39,0.12,59.07
Madie Frutos,The Blind Pig Pizza,922119,56,0.18,70.43
Madie Frutos,The Blind Pig Pizza,943191,32.2,0.11,38.23
Madie Tsang,Blind Tiger Ale House,606856,45.25,0.2,57.89
Madie Tsang,Phoenix Bar and Grille,658602,20.92,0.18,26.39
Madie Tsang,The Dead Rabbit,514216,30.93,0.11,36.87
Madison Fine,Broken Shaker,609588,38.39,0.12,46.03
Mafalda Barcomb,Mace,443279,24.41,0.16,30.3
Mafalda Barcomb,Pig’s Eye Pub,310992,103.55,0.13,125.38
Mafalda Barcomb,The Blind Pig Pizza,308201,34.19,0.16,42.42
Mafalda Olivares,Nitecap,364858,31.42,0.19,40.12
Mafalda Olivares,Wilton House,983070,58.27,0.2,74.77
Magda Manners,Clover Club,218224,53.83,0.17,67.36
Magda Manners,Nitecap,156361,50.88,0.15,62.83
Magda Manners,Nitecap,334388,66.36,0.11,78.71
Magda Manners,Nitecap,337557,30.39,0.2,38.95
Magda Manners,Nitecap,391002,51.47,0.19,65.44
Magda Manners,Nitecap,781538,45.39,0.11,54.14
Magda Manners,Nitecap,784319,26.74,0.18,33.69
Magda Manners,Nitecap,844499,32.42,0.1,38.33
Magda Manners,Nitecap,981397,52.13,0.19,66.35
Maggie Sears,Wilton House,430791,36.41,0.18,46.03
Magnolia Bays,Cooper’s Union,909292,20.93,0.15,25.81
Magnolia Bays,Cork City,819824,64.32,0.11,76.1
Magnolia Bays,Louise & Jerry’s,110730,34.91,0.18,44.07
Magnolia Bays,Moran’s,511787,131.22,0.14,160
Magnolia Bays,Mulligan’s,980363,76.27,0.11,90.89
Magnolia Bays,The Shepherd & the Knucklehead,830909,44.64,0.19,56.92
Magnolia Bays,The Shepherd & the Knucklehead,958129,56.39,0.16,69.89
Malcom Maines,Clover Club,299277,13.95,0.16,17.38
Malcom Maines,L BAR,643832,62.27,0.16,76.97
Malcom Maines,Northern Soul,804003,50.74,0.18,63.98
Malcom Maines,Pilsner Haus & Biergarden,250295,109.77,0.19,139.77
Malcom Maines,The Dead Rabbit,743224,47.39,0.17,59.38
Malik Lanza,Bar Goto,524002,1.49,0.2,1.91
Malik Lanza,Please Don't Tell,266525,42.9,0.15,52.8
Malik Lanza,Please Don't Tell,311623,59.33,0.14,72.37
Malik Lanza,Please Don't Tell,338127,41.5,0.19,52.99
Malik Lanza,Please Don't Tell,371677,92.42,0.18,116.85
Malik Lanza,Please Don't Tell,466488,28.93,0.14,35.17
Malik Lanza,Please Don't Tell,543657,3.99,0.17,5.01
Malik Lanza,Please Don't Tell,945650,8.48,0.11,10.12
Malik Lanza,The Dead Rabbit,853544,38.91,0.15,47.93
Malka Wager,Cooper’s Union,560414,12.95,0.13,15.65
Malka Wager,Cooper’s Union,718680,36.87,0.14,44.78
Malka Wager,Cooper’s Union,890779,44.83,0.11,53.02
Malka Wager,Pilsner Haus & Biergarden,791571,149.23,0.19,189.42
Malvina Gibney,Bar Goto,575651,9.96,0.19,12.68
Malvina Gibney,Dear Irving,308391,79.34,0.15,97.74
Malvina Gibney,Dear Irving,315027,90.81,0.14,110.46
Malvina Gibney,Dear Irving,318185,117.79,0.18,148.76
Malvina Gibney,Dear Irving,457329,105.39,0.13,127.02
Malvina Gibney,Dear Irving,565085,3.99,0.15,4.9
Malvina Gibney,Dear Irving,569487,62.85,0.17,78.35
Malvina Gibney,Dear Irving,689470,59.37,0.18,74.88
Mamie Vidrine,Bar Goto,528307,28.7,0.16,35.5
Mamie Vidrine,Cooper’s Union,180837,33.87,0.18,42.77
Mamie Vidrine,The Winston,818112,38.84,0.11,46.15
Mandie Mckennon,Mace,399458,85.34,0.14,103.92
Mandie Mckennon,Maison Premiere,153908,57.79,0.12,69.25
Mandie Mckennon,Maison Premiere,355750,33.83,0.17,42.44
Mandie Mckennon,Maison Premiere,959849,26.71,0.11,31.77
Mandie Mckennon,Mulligan’s,292845,91.76,0.11,109.46
Mandie Mckennon,Rocking Horse Saloon,255960,52.3,0.19,66.4
Mandie Sabia,Ghost Donkey,104354,37.44,0.12,44.83
Mandie Sabia,Ghost Donkey,393606,10.95,0.19,13.9
Mandie Sabia,Raines Law Room,628578,15.96,0.15,19.58
Mandie Sabia,The Shepherd & the Knucklehead,786118,33.78,0.12,40.36
Many Purvis,Pig’s Eye Pub,479067,35.41,0.14,43.19
Many Purvis,Pig’s Eye Pub,720345,47.36,0.12,56.74
Many Purvis,Pig’s Eye Pub,799211,89.75,0.15,110.14
Many Purvis,The Press,913626,108.17,0.18,136.84
Mara Barnard,Blind Tiger Ale House,283862,87.84,0.15,107.97
Mara Barnard,McSorley’s Old Ale House,610618,20.94,0.14,25.58
Marcela Kraker,Northern Soul,340632,81.99,0.12,98.13
Marcela Kraker,Northern Soul,447850,65.78,0.14,80.5
Marcela Kraker,Northern Soul,489982,39.69,0.13,47.85
Marcela Kraker,Northern Soul,648811,39.95,0.17,50.22
Marcela Kraker,Northern Soul,693898,29.37,0.19,37.5
Marcela Kraker,Northern Soul,826565,78.49,0.13,95.21
Marcela Kraker,The Shepherd & the Knucklehead,334633,123.96,0.2,158.95
Marcela Kraker,The Shepherd & the Knucklehead,350088,94.24,0.2,120.77
Marcelle Coen,Moran’s,768118,43.43,0.15,53.56
Marcelle Coen,Pig’s Eye Pub,599854,56.84,0.13,68.6
Marcelle Coen,Pilsner Haus & Biergarden,334088,123.23,0.16,153.13
Marcelle Coen,Pouring Ribbons,358797,8.97,0.12,10.76
Marcelle Coen,Tørst,144005,10.47,0.14,12.76
Marcelle Meehan,Aldo Sohm Wine Bar,301917,33.8,0.18,42.74
Marcelle Meehan,Angel’s Share,757150,57.78,0.12,69.45
Marcelle Meehan,Grand Vin,180135,54.92,0.11,65.03
Marcelle Meehan,McSorley’s Old Ale House,182258,65.33,0.12,78.58
Marcelle Meehan,The Winston,768925,40.83,0.1,48.11
Marchelle Boulter,Aldo Sohm Wine Bar,696716,29.61,0.19,37.74
Marchelle Boulter,Nitecap,340987,51.74,0.12,62.09
Marchelle Boulter,Pouring Ribbons,721319,71.76,0.12,86.18
Marchelle Boulter,The Aviary NYC,661963,42.17,0.14,51.23
Marchelle Boulter,The Shepherd & the Knucklehead,622551,57.13,0.13,68.93
Marco Dagostino,Death & Company,243669,40.84,0.17,51.32
Marco Dagostino,The Dead Rabbit,216768,40.42,0.19,51.31
Marco Dagostino,The Dead Rabbit,442601,23.95,0.16,29.71
Marco Dagostino,The Dead Rabbit,512775,34.93,0.15,43
Marco Dagostino,The Dead Rabbit,612051,24.36,0.2,31.23
Marco Dagostino,The Dead Rabbit,679977,91.8,0.11,109.32
Marcus Griffin,The Honeywell,189932,50.36,0.2,64.52
Marcus Griffin,The Honeywell,355795,40.7,0.18,51.41
Marcus Griffin,The Honeywell,367071,51.83,0.1,61.09
Marcus Griffin,The Honeywell,810284,34.2,0.17,42.69
Marcus Griffin,The Honeywell,844007,84.74,0.11,100.64
Marcus Griffin,The Honeywell,864169,60.33,0.1,71.06
Marcus Griffin,The Honeywell,865921,46.35,0.15,57.14
Marcus Griffin,The Honeywell,943443,52.74,0.18,66.35
Marg Leaver,Clover Club,884785,69.26,0.11,82.26
Marg Leaver,Wilton House,275305,76.25,0.14,93.14
Margarete Woodbridge,G.Millz Boken Roadhouse,425709,65.83,0.12,79.04
Margarete Woodbridge,Zack’s Oak Bar & Restaurant,179282,36.9,0.19,47.05
Margarete Woodbridge,Zack’s Oak Bar & Restaurant,384667,22.43,0.12,26.83
Margarete Woodbridge,Zack’s Oak Bar & Restaurant,729798,42.88,0.12,51.48
